sample_idx,true_class,pred_class,correct,confidence,rare_cell_count,unseen_cell_count,raw_scaled_category,raw_scaled_knn_true_frac,raw_scaled_knn_pred_frac,raw_scaled_is_ood95,raw_scaled_knn_mean_dist,token_bin_offset_category,token_bin_offset_knn_true_frac,token_bin_offset_knn_pred_frac,token_bin_offset_is_ood95,token_bin_offset_knn_mean_dist,cls_classifier_input_category,cls_classifier_input_knn_true_frac,cls_classifier_input_knn_pred_frac,cls_classifier_input_is_ood95,cls_classifier_input_knn_mean_dist,audit_subset,true_id,pred_id
3770,Ransomware,Spyware,False,0.94902384,0,0,model_boundary_failure_knn_true_neighbors,0.6,0.4,False,0.2151896560192108,feature_space_overlap_with_pred_class,0.44,0.56,False,4.918306665420532,feature_space_overlap_with_pred_class,0.04,0.96,False,3.3716276407241823,model_amplification,1,2
5995,Trojan,Spyware,False,0.94746125,0,0,feature_space_overlap_with_pred_class,0.28,0.64,False,0.1287396767735481,model_boundary_failure_knn_true_neighbors,0.6,0.32,False,4.199150705337525,OOD_or_distribution_shift,0.28,0.72,True,11.322736892700195,model_amplification,3,2
7680,Ransomware,Trojan,False,0.9473841,0,0,mixed_neighbors_ambiguous,0.28,0.44,False,0.5957874773815274,mixed_neighbors_ambiguous,0.48,0.28,False,4.224873962402344,feature_space_overlap_with_pred_class,0.0,1.0,False,7.822993011474609,model_amplification,1,3
1019,Trojan,Ransomware,False,0.947197,0,0,model_boundary_failure_knn_true_neighbors,0.72,0.24,False,0.1028091112524271,model_boundary_failure_knn_true_neighbors,0.52,0.32,False,3.952892084121704,feature_space_overlap_with_pred_class,0.16,0.84,False,6.998836364746094,model_amplification,3,1
9222,Spyware,Ransomware,False,0.9470194,0,0,mixed_neighbors_ambiguous,0.4,0.44,False,0.1310192614793777,mixed_neighbors_ambiguous,0.36,0.48,False,3.702807922363281,feature_space_overlap_with_pred_class,0.0,1.0,False,5.818361492156982,model_amplification,2,1
5306,Spyware,Ransomware,False,0.94636214,0,0,mixed_neighbors_ambiguous,0.2,0.44,False,0.3699872231483459,mixed_neighbors_ambiguous,0.16,0.44,False,3.7398571395874014,OOD_or_distribution_shift,0.0,1.0,True,10.298450469970703,model_amplification,2,1
2644,Spyware,Trojan,False,0.94560033,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.04,False,0.3760454070568084,mixed_neighbors_ambiguous,0.4,0.08,False,4.255993814468384,OOD_or_distribution_shift,0.0,1.0,True,11.985180397033693,model_amplification,2,3
1295,Ransomware,Trojan,False,0.9452486,0,0,mixed_neighbors_ambiguous,0.24,0.36,False,0.4058169609308242,mixed_neighbors_ambiguous,0.4,0.24,False,3.739454984664917,OOD_or_distribution_shift,0.0,1.0,True,10.384012680053711,model_amplification,1,3
2506,Trojan,Ransomware,False,0.9446754,0,0,mixed_neighbors_ambiguous,0.48,0.2,False,0.5585343378782273,mixed_neighbors_ambiguous,0.16,0.16,False,4.124981956481934,feature_space_overlap_with_pred_class,0.04,0.96,False,7.39601583480835,model_amplification,3,1
7844,Spyware,Trojan,False,0.9443655,0,0,mixed_neighbors_ambiguous,0.04,0.48,False,0.1741422939300537,feature_space_overlap_with_pred_class,0.0,0.6,False,4.128002147674561,feature_space_overlap_with_pred_class,0.0,1.0,False,7.708521747589112,model_amplification,2,3
5054,Trojan,Ransomware,False,0.9440263,0,0,feature_space_overlap_with_pred_class,0.2,0.6,False,0.2762599238753319,mixed_neighbors_ambiguous,0.28,0.32,False,3.9534498977661134,feature_space_overlap_with_pred_class,0.08,0.92,False,3.404663586616516,model_amplification,3,1
3628,Trojan,Spyware,False,0.94345295,0,0,mixed_neighbors_ambiguous,0.36,0.24,False,0.1463206169009208,mixed_neighbors_ambiguous,0.32,0.28,False,4.207805585861206,feature_space_overlap_with_pred_class,0.0,0.96,False,6.912192325592041,model_amplification,3,2
194,Trojan,Ransomware,False,0.94193,0,0,mixed_neighbors_ambiguous,0.32,0.28,False,0.1959058555960655,mixed_neighbors_ambiguous,0.36,0.12,False,4.879639797210693,OOD_or_distribution_shift,0.16,0.84,True,8.857511253356934,model_amplification,3,1
3343,Spyware,Trojan,False,0.94192827,0,0,model_boundary_failure_knn_true_neighbors,0.56,0.28,False,0.1523317921161651,mixed_neighbors_ambiguous,0.36,0.32,False,3.990206737518311,OOD_or_distribution_shift,0.08,0.92,True,8.293905277252197,model_amplification,2,3
4975,Trojan,Ransomware,False,0.94158953,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.24,False,0.2685345944762229,model_boundary_failure_knn_true_neighbors,0.52,0.16,False,4.433119087219239,OOD_or_distribution_shift,0.08,0.92,True,8.770118465423584,model_amplification,3,1
9036,Trojan,Spyware,False,0.93965167,0,0,feature_space_overlap_with_pred_class,0.36,0.56,False,0.1753449803590774,mixed_neighbors_ambiguous,0.44,0.32,False,4.232334632873535,OOD_or_distribution_shift,0.04,0.96,True,10.19222785949707,model_amplification,3,2
10432,Ransomware,Spyware,False,0.93963283,0,0,mixed_neighbors_ambiguous,0.2,0.36,False,0.1675033827126026,feature_space_overlap_with_pred_class,0.2,0.6,False,3.8138571643829344,feature_space_overlap_with_pred_class,0.0,0.92,False,4.882742280960083,model_amplification,1,2
8426,Trojan,Ransomware,False,0.9391885,0,0,mixed_neighbors_ambiguous,0.2,0.28,False,0.3505817732214927,mixed_neighbors_ambiguous,0.0,0.28,False,3.739840612411499,feature_space_overlap_with_pred_class,0.0,1.0,False,4.41592622756958,model_amplification,3,1
10986,Spyware,Trojan,False,0.93835473,0,0,mixed_neighbors_ambiguous,0.16,0.08,False,0.0792355988919735,mixed_neighbors_ambiguous,0.4,0.2,False,3.505333003997803,OOD_or_distribution_shift,0.32,0.68,True,9.38766523361206,model_amplification,2,3
4324,Spyware,Trojan,False,0.9378544,0,0,feature_space_overlap_with_pred_class,0.2,0.68,False,0.2635389978811144,mixed_neighbors_ambiguous,0.32,0.4,False,4.165107040405274,feature_space_overlap_with_pred_class,0.04,0.96,False,4.965091760158539,model_amplification,2,3
6027,Spyware,Trojan,False,0.9378341,0,0,mixed_neighbors_ambiguous,0.32,0.48,False,0.4621724253892899,feature_space_overlap_with_pred_class,0.08,0.56,False,4.30169412612915,OOD_or_distribution_shift,0.08,0.84,True,10.442001724243164,model_amplification,2,3
1694,Trojan,Spyware,False,0.93719745,0,0,model_boundary_failure_knn_true_neighbors,0.56,0.2,False,0.2011790916323662,feature_space_overlap_with_pred_class,0.24,0.6,False,3.6019468212127688,feature_space_overlap_with_pred_class,0.04,0.96,False,3.7277666258811952,model_amplification,3,2
135,Spyware,Trojan,False,0.936306,0,0,mixed_neighbors_ambiguous,0.36,0.4,False,1.2498401093482971,mixed_neighbors_ambiguous,0.48,0.28,False,6.560471477508545,OOD_or_distribution_shift,0.0,0.96,True,8.550113677978516,model_amplification,2,3
10941,Spyware,Ransomware,False,0.9362711,0,0,mixed_neighbors_ambiguous,0.2,0.44,False,0.2476837491989135,mixed_neighbors_ambiguous,0.2,0.44,False,3.578176403045654,OOD_or_distribution_shift,0.04,0.96,True,10.014558029174804,model_amplification,2,1
3764,Spyware,Trojan,False,0.9358411,0,0,feature_space_overlap_with_pred_class,0.36,0.52,False,0.0654955755919218,model_boundary_failure_knn_true_neighbors,0.68,0.28,False,2.848331732749939,feature_space_overlap_with_pred_class,0.0,1.0,False,3.073506278991699,model_amplification,2,3
9809,Ransomware,Spyware,False,0.9357081,0,0,mixed_neighbors_ambiguous,0.24,0.24,False,0.132179177775979,feature_space_overlap_with_pred_class,0.28,0.52,False,3.999928770065308,feature_space_overlap_with_pred_class,0.04,0.96,False,4.647300710678101,model_amplification,1,2
2949,Ransomware,Spyware,False,0.93415904,0,0,mixed_neighbors_ambiguous,0.28,0.28,False,0.1509000663459301,mixed_neighbors_ambiguous,0.32,0.16,False,3.4283043479919435,feature_space_overlap_with_pred_class,0.12,0.84,False,5.753436727523804,model_amplification,1,2
4429,Trojan,Ransomware,False,0.93385786,0,0,mixed_neighbors_ambiguous,0.44,0.44,False,0.6409818923473358,feature_space_overlap_with_pred_class,0.28,0.56,False,4.922933807373047,OOD_or_distribution_shift,0.04,0.96,True,9.332865943908692,model_amplification,3,1
4296,Trojan,Spyware,False,0.9336312,0,0,mixed_neighbors_ambiguous,0.16,0.48,False,0.2960638743638992,feature_space_overlap_with_pred_class,0.08,0.88,False,4.086054649353027,feature_space_overlap_with_pred_class,0.0,1.0,False,3.933484225273132,model_amplification,3,2
5956,Ransomware,Spyware,False,0.93224716,0,0,mixed_neighbors_ambiguous,0.28,0.44,False,0.7841375660896301,mixed_neighbors_ambiguous,0.44,0.32,False,4.500613765716553,OOD_or_distribution_shift,0.04,0.96,True,11.520478057861329,model_amplification,1,2
918,Trojan,Ransomware,False,0.93210703,0,0,model_boundary_failure_knn_true_neighbors,0.6,0.24,False,0.3529615569114685,mixed_neighbors_ambiguous,0.48,0.32,False,4.436722116470337,OOD_or_distribution_shift,0.16,0.84,True,9.143686008453368,model_amplification,3,1
10758,Ransomware,Spyware,False,0.93164116,0,0,mixed_neighbors_ambiguous,0.4,0.48,False,0.0829793549049645,mixed_neighbors_ambiguous,0.4,0.48,False,3.156172318458557,feature_space_overlap_with_pred_class,0.04,0.96,False,1.268116062283516,model_amplification,1,2
9068,Trojan,Spyware,False,0.9315025,0,0,mixed_neighbors_ambiguous,0.28,0.48,False,0.0966070009768009,mixed_neighbors_ambiguous,0.4,0.24,False,3.42957763671875,feature_space_overlap_with_pred_class,0.0,1.0,False,5.60375590801239,model_amplification,3,2
11631,Ransomware,Trojan,False,0.93125975,0,0,feature_space_overlap_with_pred_class,0.28,0.56,False,0.2405031958222389,mixed_neighbors_ambiguous,0.44,0.4,False,4.474186391830444,feature_space_overlap_with_pred_class,0.0,1.0,False,6.5646605300903325,model_amplification,1,3
4902,Trojan,Ransomware,False,0.9312034,0,0,model_boundary_failure_knn_true_neighbors,0.76,0.24,False,0.1761230677366256,model_boundary_failure_knn_true_neighbors,0.52,0.24,False,4.125343770980835,feature_space_overlap_with_pred_class,0.08,0.92,False,6.190432872772217,model_amplification,3,1
11571,Ransomware,Spyware,False,0.93088406,0,0,mixed_neighbors_ambiguous,0.4,0.48,False,0.0852007942646741,mixed_neighbors_ambiguous,0.48,0.32,False,3.3787307262420656,feature_space_overlap_with_pred_class,0.04,0.96,False,1.3559631657600404,model_amplification,1,2
2130,Ransomware,Trojan,False,0.9308721,0,0,mixed_neighbors_ambiguous,0.32,0.44,False,0.4180221965163946,mixed_neighbors_ambiguous,0.44,0.32,False,4.905165824890137,OOD_or_distribution_shift,0.08,0.92,True,9.93681655883789,model_amplification,1,3
2552,Trojan,Ransomware,False,0.93085176,0,0,model_boundary_failure_knn_true_neighbors,0.72,0.24,False,0.1512090931087732,model_boundary_failure_knn_true_neighbors,0.52,0.44,False,3.6475063800811767,feature_space_overlap_with_pred_class,0.04,0.96,False,4.534444808959961,model_amplification,3,1
6649,Spyware,Ransomware,False,0.93055326,0,0,mixed_neighbors_ambiguous,0.32,0.36,False,0.7591273987293243,mixed_neighbors_ambiguous,0.32,0.44,False,4.270254621505737,OOD_or_distribution_shift,0.0,1.0,True,10.65860237121582,model_amplification,2,1
1940,Trojan,Spyware,False,0.92905676,0,0,mixed_neighbors_ambiguous,0.32,0.32,False,0.426661394238472,feature_space_overlap_with_pred_class,0.28,0.52,False,3.784297933578491,feature_space_overlap_with_pred_class,0.04,0.96,False,5.864524555206299,model_amplification,3,2
1816,Spyware,Ransomware,False,0.9289316,0,0,mixed_neighbors_ambiguous,0.4,0.24,False,0.4774926424026489,mixed_neighbors_ambiguous,0.44,0.32,False,5.8629388427734375,OOD_or_distribution_shift,0.0,0.72,True,10.800004577636718,model_amplification,2,1
8472,Ransomware,Trojan,False,0.9287621,0,0,mixed_neighbors_ambiguous,0.32,0.32,False,0.450449977517128,mixed_neighbors_ambiguous,0.24,0.16,False,4.50643253326416,feature_space_overlap_with_pred_class,0.0,0.88,False,6.670941543579102,model_amplification,1,3
11045,Spyware,Trojan,False,0.92682624,0,0,feature_space_overlap_with_pred_class,0.04,0.64,False,0.2900929926335812,mixed_neighbors_ambiguous,0.16,0.4,False,4.668121290206909,OOD_or_distribution_shift,0.0,1.0,True,8.112068195343017,model_amplification,2,3
9355,Trojan,Ransomware,False,0.9260733,0,0,mixed_neighbors_ambiguous,0.28,0.36,False,0.2177584788203239,mixed_neighbors_ambiguous,0.12,0.44,False,4.32595118522644,feature_space_overlap_with_pred_class,0.04,0.96,False,4.906968994140625,model_amplification,3,1
5749,Trojan,Spyware,False,0.9235641,0,0,model_boundary_failure_knn_true_neighbors,0.68,0.12,False,0.7435857462882995,model_boundary_failure_knn_true_neighbors,0.56,0.12,False,4.542407207489013,feature_space_overlap_with_pred_class,0.04,0.88,False,7.825191802978516,model_amplification,3,2
1520,Trojan,Ransomware,False,0.92304885,0,0,model_boundary_failure_knn_true_neighbors,0.6,0.32,False,0.1793777386844158,feature_space_overlap_with_pred_class,0.32,0.56,False,4.0784616279602055,feature_space_overlap_with_pred_class,0.12,0.88,False,4.573911981582642,model_amplification,3,1
324,Ransomware,Trojan,False,0.92296404,0,0,feature_space_overlap_with_pred_class,0.12,0.56,False,0.0675031118839979,mixed_neighbors_ambiguous,0.04,0.32,False,2.9385162925720216,feature_space_overlap_with_pred_class,0.0,0.92,False,4.352896194458008,model_amplification,1,3
3664,Ransomware,Spyware,False,0.9224928,0,0,mixed_neighbors_ambiguous,0.44,0.16,False,0.8558067750930786,mixed_neighbors_ambiguous,0.28,0.04,False,4.359603185653686,OOD_or_distribution_shift,0.36,0.64,True,8.344396305084228,model_amplification,1,2
6564,Trojan,Ransomware,False,0.9217586,0,0,mixed_neighbors_ambiguous,0.28,0.4,False,0.2663380745053291,mixed_neighbors_ambiguous,0.48,0.28,False,4.747809934616089,OOD_or_distribution_shift,0.12,0.88,True,9.40057456970215,model_amplification,3,1
2290,Ransomware,Spyware,False,0.9207601,0,0,mixed_neighbors_ambiguous,0.28,0.4,False,1.062873611450195,mixed_neighbors_ambiguous,0.2,0.48,False,5.819421977996826,feature_space_overlap_with_pred_class,0.0,1.0,False,6.252186470031738,model_amplification,1,2
7827,Ransomware,Spyware,False,0.9204357,0,0,mixed_neighbors_ambiguous,0.24,0.48,False,0.0798301409184932,feature_space_overlap_with_pred_class,0.2,0.64,False,4.538051519393921,feature_space_overlap_with_pred_class,0.12,0.88,False,5.274480619430542,model_amplification,1,2
11149,Trojan,Ransomware,False,0.9197232,1,0,model_boundary_failure_knn_true_neighbors,0.56,0.28,False,0.7384082412719727,mixed_neighbors_ambiguous,0.16,0.32,False,5.237144680023193,feature_space_overlap_with_pred_class,0.0,1.0,False,6.345420970916748,model_amplification,3,1
914,Ransomware,Spyware,False,0.91964954,0,0,mixed_neighbors_ambiguous,0.36,0.24,False,0.3073383953422308,mixed_neighbors_ambiguous,0.4,0.28,False,3.7759861373901367,feature_space_overlap_with_pred_class,0.0,1.0,False,4.594650926589966,model_amplification,1,2
7298,Trojan,Spyware,False,0.9196477,0,0,mixed_neighbors_ambiguous,0.44,0.16,False,0.1990820832550525,model_boundary_failure_knn_true_neighbors,0.6,0.04,False,4.4461704444885255,feature_space_overlap_with_pred_class,0.04,0.92,False,7.293756675720215,model_amplification,3,2
4683,Trojan,Spyware,False,0.9195941,0,0,model_boundary_failure_knn_true_neighbors,0.56,0.24,False,0.0940286358445882,mixed_neighbors_ambiguous,0.24,0.36,False,3.403733987808228,feature_space_overlap_with_pred_class,0.0,0.96,False,1.4333756566047668,model_amplification,3,2
10390,Spyware,Trojan,False,0.91853076,0,0,mixed_neighbors_ambiguous,0.32,0.4,False,0.1124457228183746,mixed_neighbors_ambiguous,0.2,0.44,False,3.6967070579528807,feature_space_overlap_with_pred_class,0.08,0.92,False,5.521001987457275,model_amplification,2,3
8545,Trojan,Ransomware,False,0.9169288,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.32,False,0.177172809690237,mixed_neighbors_ambiguous,0.48,0.28,False,4.20798924446106,feature_space_overlap_with_pred_class,0.04,0.88,False,4.142553606033325,model_amplification,3,1
5362,Spyware,Trojan,False,0.9165172,0,0,mixed_neighbors_ambiguous,0.36,0.28,False,0.5713820338249207,mixed_neighbors_ambiguous,0.36,0.24,False,5.31425329208374,OOD_or_distribution_shift,0.0,1.0,True,9.613960342407228,model_amplification,2,3
5388,Trojan,Spyware,False,0.91618776,0,0,mixed_neighbors_ambiguous,0.32,0.48,False,0.303241123855114,mixed_neighbors_ambiguous,0.28,0.4,False,5.0468666458129885,feature_space_overlap_with_pred_class,0.08,0.92,False,6.199353203773499,model_amplification,3,2
8887,Trojan,Ransomware,False,0.9158151,0,0,mixed_neighbors_ambiguous,0.36,0.2,False,0.2770049351453781,mixed_neighbors_ambiguous,0.32,0.28,False,4.4874626159667965,OOD_or_distribution_shift,0.12,0.88,True,8.34044382095337,model_amplification,3,1
5027,Trojan,Ransomware,False,0.9158032,0,0,mixed_neighbors_ambiguous,0.16,0.4,False,0.2217553412914276,mixed_neighbors_ambiguous,0.24,0.32,False,3.4462221813201905,feature_space_overlap_with_pred_class,0.16,0.84,False,2.8709647607803346,model_amplification,3,1
5505,Ransomware,Spyware,False,0.9152008,0,0,mixed_neighbors_ambiguous,0.24,0.44,False,0.1790495991706848,mixed_neighbors_ambiguous,0.2,0.4,False,4.799858236312867,feature_space_overlap_with_pred_class,0.04,0.96,False,4.131257667541504,model_amplification,1,2
3178,Ransomware,Spyware,False,0.91406775,0,0,mixed_neighbors_ambiguous,0.36,0.32,False,0.3485516357421875,mixed_neighbors_ambiguous,0.48,0.36,False,5.36937801361084,OOD_or_distribution_shift,0.0,1.0,True,8.244918975830078,model_amplification,1,2
6123,Ransomware,Trojan,False,0.9139076,0,0,model_boundary_failure_knn_true_neighbors,0.68,0.08,False,0.9015110206604005,model_boundary_failure_knn_true_neighbors,0.72,0.16,False,5.702285804748535,OOD_or_distribution_shift,0.0,1.0,True,8.794640464782715,model_amplification,1,3
8650,Spyware,Trojan,False,0.913663,0,0,OOD_or_distribution_shift,0.68,0.0,True,1.778984345793724,model_boundary_failure_knn_true_neighbors,0.56,0.0,False,6.595615348815918,OOD_or_distribution_shift,0.0,1.0,True,11.016879501342771,model_amplification,2,3
965,Spyware,Ransomware,False,0.9107808,0,0,mixed_neighbors_ambiguous,0.24,0.28,False,0.3463552767038345,mixed_neighbors_ambiguous,0.44,0.2,False,4.8500487327575685,feature_space_overlap_with_pred_class,0.12,0.84,False,7.592099342346191,model_amplification,2,1
762,Trojan,Ransomware,False,0.90972,0,0,mixed_neighbors_ambiguous,0.36,0.2,False,0.323525869846344,mixed_neighbors_ambiguous,0.44,0.2,False,3.4750121593475343,OOD_or_distribution_shift,0.04,0.96,True,10.42735263824463,model_amplification,3,1
4430,Ransomware,Spyware,False,0.9095529,0,0,mixed_neighbors_ambiguous,0.28,0.4,False,0.2757462189346552,mixed_neighbors_ambiguous,0.28,0.4,False,3.8499556732177735,feature_space_overlap_with_pred_class,0.0,1.0,False,4.637691040039062,model_amplification,1,2
7801,Ransomware,Spyware,False,0.9094942,0,0,mixed_neighbors_ambiguous,0.2,0.4,False,0.2060014021396637,mixed_neighbors_ambiguous,0.16,0.44,False,5.1165475654602055,OOD_or_distribution_shift,0.0,0.88,True,9.179348411560058,model_amplification,1,2
694,Spyware,Ransomware,False,0.90934783,0,0,mixed_neighbors_ambiguous,0.4,0.28,False,0.1442082211375236,mixed_neighbors_ambiguous,0.28,0.36,False,4.816087198257447,OOD_or_distribution_shift,0.08,0.92,True,7.889995880126953,model_amplification,2,1
6789,Ransomware,Trojan,False,0.90928715,0,0,mixed_neighbors_ambiguous,0.44,0.24,False,0.4534784267842769,model_boundary_failure_knn_true_neighbors,0.6,0.2,False,5.352101221084594,OOD_or_distribution_shift,0.2,0.8,True,8.066831340789795,model_amplification,1,3
4473,Trojan,Ransomware,False,0.90879554,0,0,mixed_neighbors_ambiguous,0.12,0.44,False,0.4186921203136444,mixed_neighbors_ambiguous,0.36,0.4,False,4.051365947723388,feature_space_overlap_with_pred_class,0.04,0.96,False,7.633659629821778,model_amplification,3,1
10512,Spyware,Ransomware,False,0.9087333,0,0,mixed_neighbors_ambiguous,0.32,0.28,False,0.2662887308001518,mixed_neighbors_ambiguous,0.4,0.28,False,4.19466646194458,feature_space_overlap_with_pred_class,0.0,0.8,False,6.478331928253174,model_amplification,2,1
8737,Spyware,Trojan,False,0.9085721,0,0,mixed_neighbors_ambiguous,0.36,0.36,False,0.6953841400146484,feature_space_overlap_with_pred_class,0.36,0.52,False,4.307765207290649,feature_space_overlap_with_pred_class,0.08,0.88,False,5.936104626655578,model_amplification,2,3
1183,Ransomware,Spyware,False,0.90746,0,0,OOD_or_distribution_shift,0.64,0.24,True,1.4399617099761963,mixed_neighbors_ambiguous,0.4,0.32,False,5.389594268798828,feature_space_overlap_with_pred_class,0.2,0.8,False,7.458971672058105,model_amplification,1,2
6714,Trojan,Ransomware,False,0.9063206,0,0,mixed_neighbors_ambiguous,0.24,0.44,False,0.2657708242535591,feature_space_overlap_with_pred_class,0.36,0.52,False,4.734275932312012,feature_space_overlap_with_pred_class,0.16,0.84,False,4.762592287063598,model_amplification,3,1
6152,Ransomware,Trojan,False,0.9061473,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.28,False,0.615652614235878,mixed_neighbors_ambiguous,0.44,0.24,False,5.419278230667114,OOD_or_distribution_shift,0.04,0.96,True,8.529503917694091,model_amplification,1,3
1065,Spyware,Trojan,False,0.9043354,0,0,mixed_neighbors_ambiguous,0.24,0.48,False,0.1481859725899994,feature_space_overlap_with_pred_class,0.36,0.56,False,3.3739981162548065,feature_space_overlap_with_pred_class,0.08,0.88,False,2.179584814310074,model_amplification,2,3
8075,Trojan,Ransomware,False,0.90314555,0,0,mixed_neighbors_ambiguous,0.32,0.36,False,0.2743800961971283,mixed_neighbors_ambiguous,0.48,0.28,False,4.219893960952759,OOD_or_distribution_shift,0.08,0.92,True,8.245363063812256,model_amplification,3,1
4399,Trojan,Ransomware,False,0.9026525,1,0,mixed_neighbors_ambiguous,0.08,0.28,False,1.2568985509872437,mixed_neighbors_ambiguous,0.04,0.32,False,4.653688821792603,OOD_or_distribution_shift,0.12,0.88,True,9.35822650909424,model_amplification,3,1
7549,Spyware,Trojan,False,0.90163517,0,0,mixed_neighbors_ambiguous,0.24,0.44,False,0.4498613706231117,mixed_neighbors_ambiguous,0.32,0.24,False,4.525793724060058,OOD_or_distribution_shift,0.0,1.0,True,10.1796803855896,model_amplification,2,3
7774,Trojan,Ransomware,False,0.90128785,0,0,mixed_neighbors_ambiguous,0.48,0.24,False,0.6630246448516846,mixed_neighbors_ambiguous,0.4,0.2,False,4.392128314971924,OOD_or_distribution_shift,0.0,1.0,True,11.192696113586424,model_amplification,3,1
9385,Trojan,Spyware,False,0.90054816,0,0,mixed_neighbors_ambiguous,0.28,0.4,False,0.1482594683766365,mixed_neighbors_ambiguous,0.36,0.4,False,4.079632558822632,feature_space_overlap_with_pred_class,0.04,0.92,False,6.3326719284057615,model_amplification,3,2
3868,Spyware,Trojan,False,0.99994695,0,0,mixed_neighbors_ambiguous,0.32,0.36,False,0.4079019212722778,feature_space_overlap_with_pred_class,0.16,0.64,False,5.184981746673584,feature_space_overlap_with_pred_class,0.0,1.0,False,3.2772975730896,feature_space_overlap,2,3
7277,Ransomware,Trojan,False,0.9999423,0,0,mixed_neighbors_ambiguous,0.48,0.36,False,0.5347364840656519,feature_space_overlap_with_pred_class,0.2,0.68,False,4.51153470993042,feature_space_overlap_with_pred_class,0.0,1.0,False,4.954983654022217,feature_space_overlap,1,3
124,Ransomware,Spyware,False,0.9999387,0,0,feature_space_overlap_with_pred_class,0.04,0.96,False,0.374459495395422,feature_space_overlap_with_pred_class,0.08,0.8,False,4.267804460525513,feature_space_overlap_with_pred_class,0.0,1.0,False,3.5847346496582038,feature_space_overlap,1,2
1355,Ransomware,Spyware,False,0.9999293,0,0,feature_space_overlap_with_pred_class,0.08,0.92,False,0.0874304869771003,feature_space_overlap_with_pred_class,0.04,0.96,False,3.5493655681610106,feature_space_overlap_with_pred_class,0.0,1.0,False,3.9456122875213615,feature_space_overlap,1,2
4801,Ransomware,Spyware,False,0.9998666,0,0,feature_space_overlap_with_pred_class,0.48,0.52,False,0.9572166740894318,OOD_or_distribution_shift,0.4,0.6,True,6.68860876083374,feature_space_overlap_with_pred_class,0.0,1.0,False,4.978271484375,feature_space_overlap,1,2
1542,Spyware,Ransomware,False,0.99986553,0,0,feature_space_overlap_with_pred_class,0.2,0.56,False,1.2513128471374513,mixed_neighbors_ambiguous,0.24,0.48,False,5.557076454162598,feature_space_overlap_with_pred_class,0.0,1.0,False,4.845547132492065,feature_space_overlap,2,1
11232,Ransomware,Spyware,False,0.9998568,0,0,feature_space_overlap_with_pred_class,0.0,1.0,False,0.1454776614904403,feature_space_overlap_with_pred_class,0.0,0.96,False,4.220901079177857,feature_space_overlap_with_pred_class,0.0,1.0,False,3.679968070983887,feature_space_overlap,1,2
7976,Trojan,Ransomware,False,0.9998505,0,0,feature_space_overlap_with_pred_class,0.24,0.52,False,0.6676828563213348,mixed_neighbors_ambiguous,0.24,0.48,False,5.088892021179199,feature_space_overlap_with_pred_class,0.0,1.0,False,5.166683788299561,feature_space_overlap,3,1
8950,Ransomware,Trojan,False,0.99984896,0,0,mixed_neighbors_ambiguous,0.48,0.24,False,0.9742301559448242,feature_space_overlap_with_pred_class,0.28,0.56,False,4.618727569580078,feature_space_overlap_with_pred_class,0.0,1.0,False,5.9670713424682615,feature_space_overlap,1,3
9098,Ransomware,Trojan,False,0.9997776,0,0,feature_space_overlap_with_pred_class,0.2,0.56,False,0.7745247864723206,mixed_neighbors_ambiguous,0.44,0.36,False,5.443074722290039,feature_space_overlap_with_pred_class,0.0,1.0,False,4.757503890991211,feature_space_overlap,1,3
2814,Trojan,Spyware,False,0.9997459,0,0,feature_space_overlap_with_pred_class,0.0,1.0,False,0.1378003776073456,feature_space_overlap_with_pred_class,0.08,0.92,False,4.308041248321533,feature_space_overlap_with_pred_class,0.0,1.0,False,4.681030921936035,feature_space_overlap,3,2
2894,Spyware,Trojan,False,0.99972755,0,0,mixed_neighbors_ambiguous,0.36,0.36,False,0.1918929505348205,feature_space_overlap_with_pred_class,0.36,0.52,False,4.505822944641113,feature_space_overlap_with_pred_class,0.0,1.0,False,5.497920379638672,feature_space_overlap,2,3
11482,Ransomware,Spyware,False,0.99968445,0,0,feature_space_overlap_with_pred_class,0.04,0.96,False,0.1379471698403358,feature_space_overlap_with_pred_class,0.12,0.84,False,3.4276060009002687,feature_space_overlap_with_pred_class,0.0,1.0,False,4.211223764419556,feature_space_overlap,1,2
4568,Spyware,Ransomware,False,0.9996051,0,0,feature_space_overlap_with_pred_class,0.24,0.52,False,0.6263053703308106,mixed_neighbors_ambiguous,0.2,0.24,False,5.345944881439209,feature_space_overlap_with_pred_class,0.0,1.0,False,6.817552070617676,feature_space_overlap,2,1
5253,Spyware,Trojan,False,0.99956185,0,0,feature_space_overlap_with_pred_class,0.4,0.56,False,0.4787971973419189,mixed_neighbors_ambiguous,0.24,0.4,False,4.951948328018188,feature_space_overlap_with_pred_class,0.0,1.0,False,5.544966564178467,feature_space_overlap,2,3
9963,Spyware,Trojan,False,0.9993793,0,0,model_boundary_failure_knn_true_neighbors,0.92,0.04,False,0.4580137574672699,feature_space_overlap_with_pred_class,0.16,0.52,False,4.668547554016113,feature_space_overlap_with_pred_class,0.0,1.0,False,6.34370901107788,feature_space_overlap,2,3
